Afrika	非洲
Aasaanerani nalunaaqqutaq	夏时制
Rauma	劳马
Pop (Nipilersoriaaseq)	流行 (音樂類型)
Auckland	奧克蘭都會區
Mariupol	马里乌波尔
Lublin	卢布林
Paul Gauguin	保羅·高更
Sapporo	札幌市
Yokohama	横滨市
Angers	昂热
Turku	圖爾庫
Adana	阿达纳
Iganeq	烹饪
Bodø	博德
Tuttu	驯鹿
Eyjafjallajökull (innermik anitsisartoq)	埃亚菲亚德拉冰盖
Radio Studio 54 Network	第54演播室電台聯播網
Ágreda	阿格雷达
Pierre-Auguste Renoir	皮耶-奧古斯特·雷諾瓦
Bursa	布尔萨
Benghazi	班加西
Tampere	坦佩雷
Aaveq	海象
Mariah Carey	瑪麗亞·凱莉
Skizofrenii	精神分裂症
Aleppo	阿勒颇
Bydgoszcz	比得哥什
Johannes Vermeer	扬·弗美尔
Ulsan	蔚山广域市
Gwangju	光州廣域市
Edvard Munch	爱德华·蒙克
Mykolaiv	尼古拉耶夫 (烏克蘭)
Świnoujście	希維諾烏伊希切
Haifa	海法
Stewart Island	斯圖爾特島
Beersheba	贝尔谢巴
Reims	兰斯 (法国城市)
Talcahuano	塔爾卡瓦諾
Isfahan	伊斯法罕
Seongnam	城南市
Clermont-Ferrand	克莱蒙费朗
Tunnullit	蓝鲸
Kharkiv	哈爾科夫
Iron Maiden	鐵娘子樂團
Saint-Étienne	圣艾蒂安
Nîmes	尼姆
Le Havre	勒阿弗尔
Harbin	哈尔滨市
Donetsk	頓涅茨克
Toulon	土伦
Rawson	罗森 (阿根廷)
Río Gallegos	里奥加耶戈斯
Ushuaia	乌斯怀亚
Viljandi	維爾揚迪
Zac Efron	柴克·艾弗隆
Monte-Carlo	蒙特卡洛
Herat	赫拉特
Kandahar	坎大哈
Nuna eqqissisimatitaq	國家公園
Edgar Degas	埃德加·德加
Espoo	埃斯波
Saint-Denis (Reunion)	圣但尼 (留尼汪)
Oulu	奥卢
Aix-en-Provence	普罗旺斯地区艾克斯
Anaanap ullua	母亲节
Mittarfik Con Dao	昆仑机场
Lucknow	勒克瑙
Ilisserut:Commonscat	Template:Commons category
Basra	巴士拉
Dnipropetrovsk	第聂伯罗彼得罗夫斯克
Kobe	神户市
Mariehamn	玛丽港
Porvenir	波韋尼爾 (智利)
Punta Arenas	蓬塔阿雷纳斯
Chiang Mai	清邁
Trollhättan	特羅爾海坦
Landskrona	兰斯克鲁纳
Nyköping	尼雪平
Alingsås	阿灵索斯
Monaco-Illoqarfik	摩纳哥城
Asker	阿斯克尔
Bærum	貝魯姆
Shijiazhuang	石家庄市
Pashtomiutut	普什图语
Narvik	纳尔维克
Mo i Rana	摩城
Chihuahua, Chihuahua	奇瓦瓦市
Brandon (Canada)	布兰登
Harstad	哈尔斯塔
Ålesund	奥勒松
Nordkapp	北角 (自治區)
Jaipur	齋浦爾
Kanpur	坎普尔
Rogier van der Weyden	罗希尔·范德魏登
Taiyuan	太原市
Hai Phong	海防市
Dalian	大连市
Christchurch	基督城
Uranusi (guuti)	乌拉诺斯
Coronel Fabriciano	法布里西亚诺上校城
Daugavpils	陶格夫匹尔斯
Tabriz	大不里士
Humaniora	人文学科
Monterrey, Nuevo León	蒙特雷
Baffin Island	巴芬島
Kigutilissuaq	抹香鲸
Acapulco	阿卡普尔科
Giza	吉萨
Royan	鲁瓦扬
Tyre, Lebanon	泰尔
Temuco	特木科
Hande Yener	汉黛·耶内尔
Henri de Toulouse-Lautrec	亨利·德·土魯斯-羅特列克
Terianniaq qaqortaq	北極狐
Advent	將臨期
Mosul	摩苏尔
Changchun	长春市
London (Canada)	伦敦 (加拿大)
Rawalpindi	拉瓦尔品第
Kimmernaq	越橘
Chrzanów	赫扎努夫
Gaziantep	加濟安泰普
Lillehammer	利勒哈默尔
Dronning Margrethe II	瑪格麗特二世 (丹麥)
Narva	纳尔瓦
Jan van Eyck	揚·范·艾克
Pärnu	派尔努
Rovaniemi	罗瓦涅米
Hafnarfjörður	哈夫纳夫约杜尔
Ventspils	文茨皮尔斯
Vadsø	瓦德瑟
Hamar	哈马尔
Ísafjörður	伊萨菲厄泽
Fredrikstad	腓特烈斯塔
Tønsberg	滕斯贝格
Akranes	阿克拉内斯
Sarpsborg	萨尔普斯堡
Gjøvik	约维克
Valmiera	瓦爾米耶拉
Kunduz	昆都士
Vardø	瓦爾德 (挪威)
Kongsberg	孔斯贝格
Sandefjord	桑讷菲尤尔
Moss	莫斯
Haugesund	海于格松
Halden	哈尔登
Horten	霍尔滕
Kaesong	开城特级市
Chongjin	清津市
Hamhŭng	咸興市
Wonsan	元山市
Namp'o	南浦特別市
Mwanza	姆万扎
Steinkjer	斯泰恩谢尔
Qeqertaq Avannarleq	北島 (紐西蘭)
Qeqertaq Kujalleq	南島 (新西蘭)
Mashhad	馬什哈德
Oqinninnguaq	西方狍
Nattoraliusaq	禿鷲
Tijuana	蒂華納
Vaasa	瓦萨
Puebla (Puebla)	普埃布拉
Vantaa	万塔
Mazar-i-Sharif	马扎里沙里夫
Luxor	樂蜀
Tupaarnaq	百里香属
Homs	霍姆斯 (敘利亞)
Misrata	米蘇拉塔
Shania Twain	仙妮亞·唐恩
Aden	亞丁
Tina Turner	蒂娜·特纳
Qilalugaq qaqortaq	白鲸
Arbil	阿尔贝拉
Qipoqqaq	座头鲸
Dunedin	但尼丁
Luhansk	卢甘斯克
Port Said	塞德港
Suez	苏伊士
Jyväskylä	于韦斯屈莱
Šiauliai	希奥利艾
Eilat	埃拉特
Krzeszowice	克熱紹維采
Hiiumaa	希乌马岛
Ellesmere Island	埃尔斯米尔岛
Zapopan	萨波潘
Zarqa	扎尔卡
Puisi	髯海豹
Mittarfik Pleiku	波來古機場
Joan Miró	胡安·米羅
Afula	阿富拉
Bnei Brak	貝內貝拉克
Tanga, Tanzania	坦噶
Shinji Kagawa	香川真司
Larvik	拉尔维克
Sinuiju	新義州市
Kronprinsesse Victoria Sverige'mit	維多利亞王儲
Makiivka	马克耶夫卡
Kryvyi Rih	克里沃罗格
Vinnytsia	文尼察
Avaalaqiaq	圆叶桦
Zaporizhzhia	扎波罗热
Ramallah	拉姆安拉
Qilalugaq qernertaq	一角鲸
Mittarfik Phu Bai	富牌國際機場
Dammam	达曼 (沙特阿拉伯)
Valdivia	瓦尔迪维亚
Pachuca de Soto	帕丘卡
Kuopio	庫奧皮奧
Sidon	赛达 (黎巴嫩城市)
Kópavogur	科帕沃于尔
Kawasaki (Kanagawa)	川崎市
Mittarfik Lien Khuong	莲姜国际机场
Mérida, Yucatán	梅里達 (墨西哥)
Frans Hals	弗兰斯·哈尔斯
Liepāja	利耶帕亚
Najaf	納杰夫
Hebron	希伯仑
Tripoli, Lebanon	的黎波里 (黎巴嫩)
Jinan	济南市
Qingdao	青岛市
Mittarfik Can Tho	芹苴國際機場
Santa Cruz de la Sierra	圣克鲁斯 (玻利维亚)
Keflavík	凯夫拉维克
Pattaya	芭達亞
Ashdod	阿什杜德
Nanchang	南昌市
Nerlernaq	白额雁
Santiago de Querétaro	克雷塔罗
Veracruz, Veracruz	韦拉克鲁斯 (韦拉克鲁斯州)
Kirkuk	基爾庫克
Hama	哈马 (叙利亚)
Roxette	罗克塞特
Faisalabad	费萨拉巴德
Arfivik	弓頭鯨
Villa Alemana	阿萊馬納鎮
Kissaviarsuk	海东青
Toamasina	图阿马西纳
Peeqin	佩韦克
Surtsey	敘爾特塞
Qajaq	皮艇
Jelgava	叶尔加瓦
Pori	波里
Rēzekne	雷澤克內
Lappeenranta	拉彭兰塔
Windsor (Canada)	温莎 (安大略省)
Umimmak	麝牛
Kalaallit erfalasuat	格陵蘭旗幟
Multan	木爾坦
Quetta	奎達
Garðabær	加尔扎拜尔
Joensuu	约恩苏
Devon Island	德文島
Vestmannaeyjar	韦斯特曼纳群岛
Carl Larsson	卡爾·拉森
SAS Scandinavian Airlines System	北歐航空
Safed	采法特
León (Guanajuato)	莱昂 (墨西哥)
Hermosillo	埃莫西约
Utena	乌田纳
Katekismus	教义问答
Klaksvík	克拉克斯维克
Joe Cocker	喬科克爾
Horsens	霍尔森斯
Tuullik	普通潜鸟
Mikkeli	米凱利
Petah Tikva	佩塔提克瓦
Abha	艾卜哈
Ilulissat	伊卢利萨特
Jēkabpils	葉卡布皮爾斯
Rakvere	拉克韋雷
Kotka	科特卡
Holon	霍隆
Netanya	内坦亚
Ivan Sjisjkin	伊凡·伊凡諾維奇·希施金
Porvoo	波爾沃
Mittarfik Phu Cat	富吉機場
Irbid	伊爾比德
Łobez	沃貝茲
Mexicali	墨西卡利
Hamilton ( New Zealand)	哈密尔顿 (新西兰)
Latakia	拉塔基亚
Aguascalientes, Aguascalientes	阿瓜斯卡连特斯
Rishon LeZion	里雄莱锡安
Kohtla-Järve	科赫特拉-耶爾韋
Tikaagullit	小鬚鯨
Hämeenlinna	海门林纳
Georges de la Tour	乔治·德·拉·图尔
Napier	內皮爾 (紐西蘭)
Mittarfik Phu Quoc	富國機場
Saint John (New Brunswick)	圣约翰 (新不伦瑞克)
San Luis Potosí, San Luis Potosí	圣路易斯波托西市
Kouvola	科沃拉
Nelson (New Zealand)	尼爾遜
Niisarnaq	長肢領航鯨
Sillamäe	錫拉邁埃
Southampton Island , Nunavut	南安普頓島
Hyvinkää	許溫凱
Tauranga	陶朗加
Ivan Kramskoi	伊凡·克拉姆斯柯依
Kokkola	科科拉
Prince of Wales Island, Nunavut	威尔士亲王岛 (加拿大北极群岛)
Sisimiut	西西缪特
Järvenpää	耶爾文佩
Rotorua	罗托路亚
Toluca	托卢卡
Kirkenes	希尔克内斯
Ciudad Nezahualcóyotl	内萨瓦尔科约特尔城
Salo	萨洛 (芬兰)
Aasiaat	亞西亞特
Culiacán	库利亚坎
Prinsesse Madeleine Sverige'mit	马德琳公主 (瑞典)
Palmerston North	北帕莫斯顿
Østjerusalem	东耶路撒冷
O'Hare International Airport	奥黑尔国际机场
Nablus	納布盧斯
Kisumu	基蘇木
Lohja	洛赫亞
Can Tho	芹苴市
Levanger	莱旺厄尔
Issittup amarua	北極狼
Jens Fink-Jensen	延斯·芬克-延森
Mahajanga	马哈赞加
Húsavík	胡萨维克
Miluumasunik inungasunik ilisimatusarneq	灵长类学
Naucalpan	瑙卡尔潘
Qaqortoq	卡科尔托克
Ramla	拉姆拉
Qaanaaq	卡納克
Nunarput utoqqarsuanngoravit	我们的家乡多么古老
Mombasa	蒙巴萨
Al Ain	艾因
Öland	厄兰岛
Nakuru	纳库鲁
Morogoro	莫罗戈罗
Gujranwala	古吉兰瓦拉
Khulna	库尔纳市
Changwon	昌原市
Tabuk, Saudi Arabia	塔布克
Kigoma	基戈馬
Buraidah	布賴代
Shubra El-Kheima	舒卜拉海邁
Al Hudaydah	荷台達
Abbotsford	亞博斯福
Moshi	莫希
Sharjah	沙迦 (城市)
Upernavik	乌佩纳维克
Hans Enoksen	漢斯·埃諾克森
Kuupik Kleist	库皮克·克雷斯特
Bahawalpur	巴哈瓦尔布尔
Eldoret	埃爾多雷特
Rajshahi	拉杰沙希市
Safri Duo	莎菲二人組合
Kiryat Shmona	谢莫纳城
Mbeya	姆貝亞
Dawson City, Yukon	道森市
Jeddah	吉达
Chittagong	吉大港市
Nyeri	尼耶利
Marstrand	馬斯特蘭德
Air Greenland	格陵蘭航空
Nazareth	拿撒勒
Narsaq	纳萨克
Alytus	阿利图斯
Ta'izz	塔伊茲
Sylhet	錫爾赫特市
Sara Takanashi	高梨沙羅
Paramore	帕拉莫尔
Tczew	特切夫
Mittarfik Tan Son Nhat	新山一國際機場
Kommune Kujalleq	库雅雷克
William-Adolphe Bouguereau	威廉·阿道夫·布格罗
Vågan	沃甘
Sariwon	沙里院市
Tanchon	端川市
Paamiut	帕缪特
Annoraaq	Parka
Gulu	古盧 (烏干達)
Antsirabe	安齐拉贝
Nurmijärvi	努爾米耶爾維
Bukan	布坎
Kisitsisinik ilinniarneq	计算
Seyðisfjörður	塞济斯菲厄泽
Nakhon Ratchasim	呵叻
Arctic Bay, Nunavut	北極灣
Hudiksvall	胡迪克斯瓦尔
Hat Yai	合艾
Reykjanesbær	雷恰内斯拜尔
Hadsund	乞信
Machakos	马查科斯
Mittarfik Buon Ma Thuot	邦美蜀机场
Kaechon	价川市
Uummannaq	烏瑪納克
Khamis Mushait	海米斯穆谢特
Nonthaburi (illoqarfik)	暖武里
Bornholm	博恩霍姆島
Mittarfik Da Nang	峴港國際機場
Klaipėda	克莱佩达
Nationalparki Sirmilik	谢米里克国家公园
Udon Thani	乌隆他尼
Höfn	赫本
Ilusilersuineq	建筑学
Surat Thani	素叻他尼
Hässleholm	海斯勒霍尔姆
Najorpilik	單鰭鱈
Nanortalik	纳诺塔利克
Sargodha	萨戈达
Summerside (Canada)	萨默赛德
Ueno-Tokyo Line	上野東京線
Khon Kaen	孔敬
Mittarfik Ca Mau	金甌機場
Ikiuutit:Ikiuutit	Help:目录
Meru (Kenya)	梅魯 (東部省)
Qasigiannguit	卡西江吉特
Saaremaa	萨雷马岛
Uniaaluttuumasoq	食蟻獸
Puerto Natales	納塔萊斯港
Nakhon Si Thammarat	那空是贪玛叻
Lower Hutt	下哈特
Mbale	姆巴萊
Gotland	哥得蘭島
Peshawar	白沙瓦
Ilisimatusarfik	格陵兰大学
Cascadia	卡斯卡迪亚独立运动
Qeqertarsuup tunua	迪斯科灣
Mittarfik Nuuk	努克机场
Utsunomiya Line	宇都宮線
Muttrah	馬托拉
Puerto Williams	威廉斯港
Druskininkai	德魯斯基寧凱
Ammasunik imalik	内容开放
Salalah	塞拉莱
Sumut atassuseq:Tysklandi	Category:德国
Sumut atassuseq:Ruslandi	Category:俄罗斯
Sumut atassuseq:Canada	Category:加拿大
Sumut atassuseq:Spania	Category:西班牙
Sumut atassuseq:Kina	Category:中国
Sumut atassuseq:Japani	Category:日本
Sumut atassuseq:Australia	Category:澳大利亚
Sumut atassuseq:Mexiko	Category:墨西哥
Sumut atassuseq:India	Category:印度
Sumut atassuseq:Saudi Arabia	Category:沙烏地阿拉伯
Sumut atassuseq:Israel	Category:以色列
Sumut atassuseq:Tyrkia	Category:土耳其
Sumut atassuseq:Egypt	Category:埃及
Sumut atassuseq:Iran	Category:伊朗
Sumut atassuseq:New Zealand	Category:新西兰
Sumut atassuseq:Argentina	Category:阿根廷
Sumut atassuseq:Afghanistan	Category:阿富汗
Sumut atassuseq:Bangladesh	Category:孟加拉国
Sumut atassuseq:Indonesia	Category:印尼
Sumut atassuseq:Iraq	Category:伊拉克
Sumut atassuseq:Pakistan	Category:巴基斯坦
Sumut atassuseq:Poleni	Category:波蘭
Sumut atassuseq:Korea Kujalleq	Category:大韓民國
Sumut atassuseq:Tanzania	Category:坦尚尼亞
Sumut atassuseq:Thailandi	Category:泰國
Sumut atassuseq:Ukraine	Category:烏克蘭
Sumut atassuseq:Vietnam	Category:越南
Sumut atassuseq:Nersut	Category:哺乳類
Sumut atassuseq:Uumaatsulerineq	Category:物理学
Sumut atassuseq:Pinngortitamik ilisimatusarneq	Category:自然科学
Sumut atassuseq:Uumassuseqartulerineq	Category:生物学
Sumut atassuseq:Oqaluttuarisaaneq	Category:历史
Sumut atassuseq:Nunavissuaq	Category:地理
Sumut atassuseq:Upperisarsiorneq	Category:宗教
Sumut atassuseq:Timersorneq	Category:体育
Sumut atassuseq:Ilisimatusaatit	Category:科学
Sumut atassuseq:EU	Category:欧盟
Sumut atassuseq:Attaveqaqatigiinneq	Category:通信
Hyderabad (Pakistan)	海得拉巴 (巴基斯坦)
Panevėžys	帕內韋日斯
Riffa	里法
Sumut atassuseq:Filosofi	Category:哲学
Mittarfik Rach Gia	迪石机场
Palanga	帕兰加
Kaniorlak	八角魚
Yuka Ueno	上野優花
Sumut atassuseq:Naatsut	Category:小作品
Sumut atassuseq:Kulturi	Category:文化
Sumut atassuseq:Humaniora	Category:人文科學
Sumut atassuseq:Nunarsualerineq	Category:地质学
Ammassalik	安馬沙利克島
Sumut atassuseq:Wikipedia bots	Category:維基百科機器人
Wikipedia:Administratorit	Wikipedia:管理员
Wikipedia:Bot	Wikipedia:机器人
Sumut atassuseq:Politik	Category:政治
Sumut atassuseq:Eqqumiitsuliorneq	Category:艺术
Kaunas	考那斯
Egypt	埃及
Ilisserut:Bot	Template:Bot
Wikipedia:Wikipedia tassaanngilaq	Wikipedia:维基百科不是什么
Canada	加拿大
Sumut atassuseq:Ungarni	Category:匈牙利
Sumut atassuseq:Belgia	Category:比利時
Sumut atassuseq:Cyperni	Category:賽普勒斯
Sumut atassuseq:Tjekkia	Category:捷克
Sumut atassuseq:Danmarki	Category:丹麥
Sumut atassuseq:Estlandi	Category:爱沙尼亚
Sumut atassuseq:Finlandi	Category:芬蘭
Sumut atassuseq:Grækenlandi	Category:希腊
Sumut atassuseq:Letlandi	Category:拉脫維亞
Sumut atassuseq:Islandi	Category:冰島
Sumut atassuseq:Luxembourg	Category:卢森堡
Sumut atassuseq:Litaueni	Category:立陶宛
Sumut atassuseq:Sverige	Category:瑞典
Wikipedia:Piginnittussaatitaaneq	Wikipedia:版权信息
Sumut atassuseq:Anbefalet	Category:特色条目
Sumut atassuseq:Europa	Category:欧洲
Ilisserut:Documentation	Template:Documentation
Wikipedia:Saqqaa	Wikipedia:社群首页
Sumut atassuseq:User	Category:用户语言
Wikipedia:Maleruaqqusat ileqqussallu	Wikipedia:方針與指引
Wikipedia:Kalluunnaveersaartoq	Wikipedia:中立的观点
Wikipedia:Oqalliffinni ilanngutanni atsiortarit	Wikipedia:签名
Wikipedia:Atajuartitsineq	Wikipedia:需要关注的页面
Sung Jae-ki	成在基
Ilisserut:Softredirect	Template:軟重定向
Ilisserut:Peerli	Template:Delete
Sumut atassuseq:Oqaatsit	Category:语言
Sumut atassuseq:Wikipedia	Category:维基百科
Wikipedia:Ilisserutit	Wikipedia:模板消息
Ilisserut:Navbox	Template:Navbox
Ilisserut:Tnavbar	Template:Navbar
Ilisserut:Nowrap	Template:Nowrap
Sumut atassuseq:Afrika	Category:非洲
Sumut atassuseq:Juuli	Category:7月
Sumut atassuseq:Juuni	Category:6月
Sumut atassuseq:Leksikoni	Category:書籍
Sumut atassuseq:Qaammatit	Category:月份
Ilisserut:Babel	Template:Babel
Ilisserut:Commons	Template:Commons
Ilisserut:Stub	Template:Stub
Ilisserut:User az	Template:User az
Ilisserut:User da	Template:User da
Ilisserut:User da-1	Template:User da-1
Ilisserut:User de	Template:User de
Ilisserut:User de-1	Template:User de-1
Ilisserut:User el	Template:User el
Ilisserut:User es	Template:User es
Ilisserut:User de-3	Template:User de-3
Ilisserut:User en-3	Template:User en-3
Ilisserut:User el-1	Template:User el-1
Ilisserut:User en-1	Template:User en-1
Ilisserut:User en-2	Template:User en-2
Ilisserut:User en-4	Template:User en-4
Ilisserut:User fi	Template:User fi
Ilisserut:User en-0	Template:User en-0
Ilisserut:User en	Template:User en
Ilisserut:User de-2	Template:User de-2
Ilisserut:User es-1	Template:User es-1
Ilisserut:User sk	Template:User sk
Ilisserut:User fr-2	Template:User fr-2
Ilisserut:User fr	Template:User fr
Sumut atassuseq:Februaari	Category:2月
Sumut atassuseq:Asia	Category:亚洲
Sumut atassuseq:Chile	Category:智利
Sumut atassuseq:User uk	Category:Uk 使用者
Sumut atassuseq:Amerika Kujalleq	Category:南美洲
Sumut atassuseq:User uk-N	Category:Uk 母語使用者
Ilisserut:Mod	Template:Mod
Ilisserut:NowCommons	Template:NowCommons
Ilisserut:User sv	Template:User sv
Ilisserut:SIL	Template:SIL
Ilisserut:User it	Template:User it
Ilisserut:User uk	Template:User uk
Ilisserut:Cc-by-sa-3.0	Template:CC-BY-SA-3.0
Ilisserut:Image label	Template:Image label
Ilisserut:Infoboks musiker	Template:Infobox musical artist
Ilisserut:Infobox Country	Template:國家基礎資訊
Ilisserut:Anbefalet	Template:Featured article
Sumut atassuseq:User en-4	Category:En-4 使用者
Sumut atassuseq:User en	Category:En 使用者
Sumut atassuseq:User zh	Category:Zh 使用者
Sumut atassuseq:User en-2	Category:En-2 使用者
Ilisserut:Documentation/start box	Template:Documentation/start box
Ilisserut:Documentation/end box2	Template:Documentation/end box2
Ilisserut:Documentation/start box2	Template:Documentation/start box2
Ilisserut:Template other	Template:Template other
Sumut atassuseq:Nerisassat imigassallu	Category:飲食
Ilisserut:,	Template:·
Sumut atassuseq:Nunaateqarneq	Category:农业
Ilisserut:User ru	Template:User ru
Sumut atassuseq:Palæstina	Category:巴勒斯坦
Ilisserut:USAp præsidentii	Template:美国总统
Ilisserut:Ulloq ukiuilu	Template:Birth date and age
Ilisserut:MONTHNAME	Template:MONTHNAME
Sumut atassuseq:Jannuaari	Category:1月
Ilisserut:Image label end	Template:Image label end
Ilisserut:Savalimmiut	Template:FRO
Ilisserut:Canada	Template:CAN
Ilisserut:Danmarki	Template:DNK
Sumut atassuseq:Vietnami mittarfik	Category:越南機場
Ilisserut:Image label small	Template:Image label small
Ilisserut:Colombia	Template:COL
Ilisserut:Kalaallit Nunaat	Template:GRL
Ilisserut:Sapakunnullui	Template:星期中的日子
Ilisserut:Australia	Template:AUS
Sumut atassuseq:Ilusilersugaaneq	Category:建筑
Ilisserut:Fil TvivlsomLicens	Template:Nsd
Ilisserut:Nunavissussat	Template:洲
Ilisserut:Pov	Template:POV
Sumut atassuseq:Stub	Category:小作品訊息模板
Sumut atassuseq:Kalaallit Nunaat	Category:格陵蘭
Sumut atassuseq:User simple	Category:Simple 使用者
Sumut atassuseq:User az	Category:Az 使用者
Sumut atassuseq:User sk	Category:Sk 使用者
Sumut atassuseq:User fr	Category:Fr 使用者
Sumut atassuseq:User sv	Category:Sv 使用者
Sumut atassuseq:User fr-2	Category:Fr-2 使用者
Sumut atassuseq:User cs-N	Category:Cs 母語使用者
Sumut atassuseq:User fr-N	Category:Fr 母語使用者
Sumut atassuseq:User is-N	Category:Is 母語使用者
Sumut atassuseq:User it-N	Category:It 母語使用者
Sumut atassuseq:User az-N	Category:Az 母語使用者
Sumut atassuseq:User cs	Category:Cs 使用者
Sumut atassuseq:User da	Category:Da 使用者
Sumut atassuseq:User sk-N	Category:Sk 母語使用者
Sumut atassuseq:User da-3	Category:Da-3 使用者
Sumut atassuseq:User da-4	Category:Da-4 使用者
Sumut atassuseq:User de	Category:De 使用者
Sumut atassuseq:User de-2	Category:De-2 使用者
Sumut atassuseq:User de-3	Category:De-3 使用者
Sumut atassuseq:User de-4	Category:De-4 使用者
Shiraz	設拉子
Sumut atassuseq:User el	Category:El 使用者
Sumut atassuseq:User el-1	Category:El-1 使用者
Sumut atassuseq:User en-3	Category:En-3 使用者
Ilisserut:KalNunKommuneqarfik	Template:格陵兰的行政区划
Sumut atassuseq:User en-5	Category:En-5 使用者
Sumut atassuseq:User en-N	Category:En 母语使用者
Sumut atassuseq:User es	Category:Es 使用者
Sumut atassuseq:User es-1	Category:Es-1 使用者
Sumut atassuseq:User es-N	Category:Es 母语使用者
Sumut atassuseq:User is	Category:Is 使用者
Sumut atassuseq:User it	Category:It 使用者
Sumut atassuseq:User kl	Category:Kl 使用者
Ilisserut:Norge	Template:NOR
Ilisserut:Brazil	Template:BRA
Sumut atassuseq:Novemberi	Category:11月
Sumut atassuseq:User ru-1	Category:Ru-1 使用者
Sumut atassuseq:Martsi	Category:3月
Sumut atassuseq:Septemberi	Category:9月
Sumut atassuseq:Oktoberi	Category:10月
Sumut atassuseq:Decemberi	Category:12月
Sumut atassuseq:Aggusti	Category:8月
Sumut atassuseq:Maaji	Category:5月
Sumut atassuseq:Apriili	Category:4月
Sumut atassuseq:Qarasaasialerineq	Category:计算机科学
Sumut atassuseq:Naasut	Category:花卉
Sumut atassuseq:Inooqatigiinnik ilisimatusarneq	Category:社会科学
Ilisserut:Canadami nunatat	Template:加拿大一级行政区
Ilisserut:User da-3	Template:User da-3
Sumut atassuseq:User ru	Category:Ru 使用者
Sumut atassuseq:User ru-3	Category:Ru-3 使用者
Sumut atassuseq:User sv-N	Category:Sv 母語使用者
Sumut atassuseq:User uk-3	Category:Uk-3 使用者
Ilisserut:Lang	Template:Lang
Ilisserut:Andorra	Template:AND
Sumut atassuseq:Frankrigimi kommuneqarfik	Category:法国大区
Ilisserut:Chile	Template:CHL
Sumut atassuseq:Kenya	Category:肯亞
Sumut atassuseq:Libya	Category:利比亞
Sumut atassuseq:Madagascar	Category:馬達加斯加
Ilisserut:Franskit Nunaanni Kommuneqarfiit	Template:France regions
Ilisserut:User pt	Template:User pt
Ilisserut:User ru-1	Template:User ru-1
Sumut atassuseq:Uganda	Category:烏干達
Sumut atassuseq:User zh-2	Category:Zh-2 使用者
Sumut atassuseq:Bahrain	Category:巴林
Sumut atassuseq:Syria	Category:敘利亞
Sumut atassuseq:Korea Avannarleq	Category:朝鮮民主主義人民共和國
Sumut atassuseq:Qatar	Category:卡塔尔
Sumut atassuseq:Kuwait	Category:科威特
Sumut atassuseq:Lebanon	Category:黎巴嫩
Sumut atassuseq:Oman	Category:阿曼
Sumut atassuseq:United Arab Emirates	Category:阿拉伯联合酋长国
Sumut atassuseq:Jordan	Category:约旦
Sumut atassuseq:Bosnia-Hercegovina	Category:波斯尼亚和黑塞哥维那
Sumut atassuseq:Norge	Category:挪威
Sumut atassuseq:Andorra	Category:安道爾
Sumut atassuseq:Yemen	Category:也门
Sumut atassuseq:Bolivia	Category:玻利维亚
Sumut atassuseq:Albania	Category:阿爾巴尼亞
Sumut atassuseq:Monaco	Category:摩纳哥
Sumut atassuseq:Inuup ineriartorneranik ilisimatusarneq	Category:人类学
Ilisserut:Spania	Template:ESP
Sumut atassuseq:Miluumasoq	Category:动物
Sumut atassuseq:Arferit	Category:鯨目
Sumut atassuseq:Colombia	Category:哥倫比亞
Sumut atassuseq:Nalunaarasuartaaseriveqarneq	Category:电信
Sumut atassuseq:Angallassissutit	Category:交通
Sumut atassuseq:Taparneq	Category:舞蹈
Sumut atassuseq:Qalasersuaq Kujalleq	Category:南极洲
Sumut atassuseq:Amerika Avannarleq	Category:北美洲
Sumut atassuseq:Oceania	Category:大洋洲
Sumut atassuseq:Peqqinneq	Category:健康
Sumut atassuseq:User kl-0	Category:Kl-0 使用者
Trojany	特洛疆尼
Sumut atassuseq:Savalimmiut	Category:法羅群島
Ilisserut:Belgia	Template:BEL
Ilisserut:Image label begin	Template:Image label begin
Sumut atassuseq:User en-1	Category:En-1 使用者
Sumut atassuseq:User de-1	Category:De-1 使用者
Sumut atassuseq:User da-N	Category:Da 母語使用者
Ilisserut:Userbox-level	Template:Userbox-level
Ilisserut:Row	Template:Infobox/row
Ilisserut:Section	Template:Section
Immikkut:Seneste ændringer	Special:最近更改
