Afrika	非洲
Midowga Sofiyet	苏联
Qolofta kore ee Dhulka	地壳
Lil Wayne	小韋恩
FC Bayern München	拜仁慕尼黑足球俱乐部
Queen	皇后乐队
Kanye West	肯伊·威斯特
Huguri	咽喉
Wikipedia:Maqaallo Xul Ah	Wikipedia:特色条目
Template:Link FA	Template:Link FA
Maalmaha	日光
Aduunka	世界
Wikipedia:Goob	Wikipedia:互助客栈
Nanjing	南京市
Mayotte	马约特
Goobo	圆
Cesc Fàbregas	塞斯克·法比加斯
Mobile	移动电话
Goronyo	鸵鸟
Kuuriya	朝鲜 (称谓)
Manchester	曼彻斯特
1000	1000年
999	999年
Yeey	狼
1955	1955年
1954	1954年
1953	1953年
1951	1951年
1950	1950年
1946	1946年
1943	1943年
1942	1942年
1940	1940年
1939	1939年
1938	1938年
1937	1937年
1936	1936年
Manchester United FC	曼徹斯特聯足球俱樂部
1935	1935年
1934	1934年
Axdiga Cusub	新約聖經
Qafqaas	高加索
Sagaal	9
Dabaqaroof	蠍子
Koobka Adduunka	世界盃足球賽
Boolo	鹈鹕
Macdin Alkaliini ah	碱金属
Macdin dhuleed ah	碱土金属
Rafael Correa	拉斐尔·科雷亚
Transitional Metal	过渡金属
Bir la Mood	类金属
Bir Ma Ahe	非金属元素
Guruubka 17	卤素
Neefta Gobta	稀有气体
5	5年
4	4年
3	3年
Boqorad	女王
2	2年
Buqarest	布加勒斯特
Louvre	卢浮宫
Motorhead	摩托头
Dameer	驴
Wikipedia:Maqaal Cusub	Wikipedia:優良條目
6	6年
Axdigii Hore	旧约圣经
Saddax-xagal	三角形
Lady Gaga	Lady Gaga
Luqada Hindo Yurub	印欧语系
Breinigerberg	贝瑞宁格堡
Muammar Qadaafi	穆阿迈尔·卡扎菲
Shabeel	虎
Francesco Totti	弗朗切斯科·托蒂
PSY	PSY
Nissan	日產汽車
Booyad	油罐车
Walhade	擺
Samsung	三星集团
Skandinafiyen	斯堪的纳维亚
Aruba	阿魯巴
Smartphone	智能手机
Shidaal	石油
Isuduwe Habka Juqraafiga	经纬度
Banki	銀行
1	1年
10	10年
20	20年
30	30年
Abkhazia	阿布哈茲
40	40年
9	9年
7	7年
8	8年
Todoba	7
Sideed	8
Todobaad	星期
Deero	鹿科
Baraf	冰
Toon	蒜
Musée d'Orsay	奥赛博物馆
Anthroboloji	人类学
Badacas	红海
13	13年
Koonfur Ossetia	南奥塞梯
Ulan Bator	乌兰巴托
51	51年
Jasiirad	島嶼
Cad	白色
Madaw	黑色
37	37年
900	900年
Lordi	妖怪樂團
Basal	洋蔥
Lix	6
700	700年
Yaanyo	番茄
George H. W. Bush	乔治·赫伯特·沃克·布什
68	68年
89	89年
11	11年
Quang Binh	廣平省
Entrena	恩特雷纳
Dhulbare	赤道
NASA	美国国家航空航天局
Benito Mussolini	贝尼托·墨索里尼
15	15年
14	14年
17	17年
500	500年
150	150年
Qaamuus	詞典
Bermuda	百慕大
Madax	头
Wellington	惠灵顿
23	23年
800	800年
Heesta qaranka	国歌
42	42年
Afarta jiho	方位
18	18年
Nuurad	石灰岩
19	19年
16	16年
21	21年
26	26年
41	41年
32	32年
33	33年
Falastiin	巴勒斯坦
Valletta	瓦莱塔
200	200年
38	38年
43	43年
39	39年
24	24年
79	79年
61	61年
104	104年
29	29年
102	102年
100	100年
Haramcad	猎豹
Afarta xilli	季节
101	101年
105	105年
108	108年
Dhuxul Dhagax	煤
22	22年
46	46年
25	25年
153	153年
156	156年
31	31年
28	28年
Liverpool	利物浦
85	85年
88	88年
76	76年
54	54年
60	60年
47	47年
Guumees	貓頭鷹
Nederlaan Antiilis	荷属安的列斯
Bahda Bisada	猫科
Ambeer	安培
Isotope	同位素
Göteborg	哥德堡
Culeys	重量
Geed Timir	海枣
Burris	槌
Racibórz	拉齐布日
Odense	欧登塞
Kobe Bryant	科比·布莱恩特
Luqadaha Berberiga	柏柏尔语族
600	600年
400	400年
300	300年
Tilburg	蒂尔堡
Dayax gacmeed	人造衛星
Taylor Swift	泰勒·斯威夫特
Khaalid bin Waliid	哈立德·本·瓦利德
Bariga Afrika	东部非洲
Fiat	飛雅特
Bartamaha Ameerika	中美洲
Af-Cafari	阿法爾語
Magrib	馬格里布
Amxaari	阿姆哈拉语
36)	36年
Tin	頭髮
Wareeg	周长
Dhicis	流产
Dhar	纺织品
Kacdoonka masar	2011年埃及革命
Willis Tower	威利斯大廈
Kacbada	克爾白
Beatriks	贝娅特丽克丝 (荷兰)
Isuzu	五十鈴
Dublad	漏斗
159	159年
107	107年
103	103年
152	152年
240	240年
197	197年
70	70年
Duqa	市长
81	81年
69	69年
87	87年
65	65年
66	66年
67	67年
55	55年
34	34年
44	44年
35	35年
64	64年
151	151年
155	155年
50	50年
260	260年
45	45年
49	49年
230	230年
Zhengzhou	郑州市
154	154年
52	52年
82	82年
84	84年
73	73年
72	72年
62	62年
71	71年
75	75年
74	74年
83	83年
78	78年
77	77年
90	90年
80	80年
91	91年
190	190年
109	109年
53	53年
270	270年
Madaxweyne	總統
63	63年
86	86年
401	401年
99	99年
98	98年
110	110年
137	137年
138	138年
140	140年
130	130年
210	210年
220	220年
Dell	戴爾
180	180年
158	158年
157	157年
106)	106年
48	48年
97	97年
Yuumbi	旗魚
56	56年
93	93年
Alofi	阿洛菲
57	57年
Jamestown	詹姆斯敦 (圣赫勒拿)
Walaal	兄弟姊妹
170	170年
171	171年
172	172年
58	58年
59	59年
139	139年
134	134年
135	135年
96)	96年
92	92年
133	133年
176	176年
131	131年
Fowdo	無政府狀態
Jasiirad Dhuleedka Carabta	阿拉伯半岛
250	250年
280	280年
290	290年
Mindi	小刀
Masaajid	清真寺
Akon	阿肯
Dumnad	骨牌
174	174年
International Standard Book Number	国际标准书号
132	132年
178	178年
Luqadaha Tashaadiga	乍得语族
Drake	德雷克 (歌手)
Luqadaha Kushiitiga	庫希特語族
Afguri	方言
95	95年
94	94年
257	257年
Biriq	闪电
Gacan	手
Luqadaha Omotik	奥摩语族
Af-Oromo	奧羅莫語
Caleen	葉
Jilaa	演員
Niue	紐埃
Luqadaha Semitiga	闪米特语族
Justin Bieber	贾斯汀·比伯
Xusni Mubaarak	穆罕默德·胡斯尼·穆巴拉克
Af-Tigrinya	提格利尼亞語
Af-Tigre	提格雷语
Dhululubo	圆柱体
Subag	黄油
Yaasir Carafaat	亚西尔·阿拉法特
Fara-ka hadal	手語
136	136年
Injiil	福音书
Alexander Graham Bell	亚历山大·格拉汉姆·贝尔
Tasmaniya	塔斯馬尼亞州
Rotterdam	鹿特丹
Saabuun	肥皂
Mošovce	莫绍夫采
Shakira	夏奇拉
Jaamacadda Oxford	牛津大学
Maxamuud Axmadinajaad	马哈茂德·艾哈迈迪内贾德
CD	CD
Al-Qaacida	基地组织
Maxamed Al-faatex	穆罕默德二世 (奥斯曼帝国)
Jeer	河马
Furaat	幼发拉底河
Gacanka Faarsiga	波斯湾
Cilmiga bulshada	社会科学
Somaliland	索马里兰
Babaay	番木瓜
Brisbane	布里斯班
Fiitamiin	维生素
Towraad	妥拉
Koonfur Joorjiya iyo Koonfurta Jasiiradaha Sanwij	南乔治亚和南桑威奇群岛
Maahmaah	谚语
Noemi	Noemi
Website	網站
Ido	伊多語
Sumeer	苏美尔
Kolonbo	可倫坡
Dariishad	窗
Medina	麦地那
Akkadiyaan	阿卡德語
Booliis	警察
UEFA	歐洲足球協會聯盟
Tigris	底格里斯河
Koonfur Australia (gobol)	南澳大利亚州
Baarlamaan	议会
Maatar	物质
Jaamacadda Cambridge	剑桥大学
Fulinta (Dawlad)	行政机构
Hurdo	睡眠
Neefta	哮喘
Doon	艇
Queensland	昆士蘭州
Mohammed ali Clay,	穆罕默德·阿里
Beyoncé Knowles	碧昂絲·諾利斯
Urur	集合 (数学)
Siligo	西利戈
Riyo	夢
Bur	麵粉
Dhigaha	经度
Kimikal dibusocod	化学反应
Den Haag	海牙
Goriila	大猩猩
Daylight saving time	夏时制
Daanta galbeed	約旦河西岸地區
Maraykanka assalkoodii	美洲原住民
Siinaa	西奈半島
Albaab	門 (建築部件)
Rihanna	蕾哈娜
Hargab Doofaar	豬流感
Cinjo	指甲
Ugaadhsi	狩獵
Toshiro Mifune	三船敏郎
Waji	臉
Aleksander Fileming	亚历山大·弗莱明
Musmaar	钉子
Nabi Suleymaan C.S.	所羅門
Yahoo	雅虎
AK-47	AK-47突击步枪
Mowjad	波
Dhexroor	直径
Bare	教师
Internet Movie Database	互联网电影数据库
Dalai Lama	达赖喇嘛
Jilib (xubin)	膝
ISO 4217	ISO 4217
Tomas hobis	托马斯·霍布斯
Campora San Giovanni	肯波拉圣吉奥瓦尼
Jirjiroole	變色龍
Cusmaan bin Cafaan	奥斯曼·本·阿凡
Jaandi	合金
Nafto	柴油
Qare	西瓜
Toban iyo shan	15
Rikter Cabir	黎克特制地震震級
Xamaas	哈马斯
Ruhollah Khomeini	鲁霍拉·穆萨维·霍梅尼
Rajab Dayib Erdogaan	雷杰普·塔伊普·埃尔多安
Mug	体积
Jamaal Cabdinaasir	贾迈勒·阿卜杜-纳赛尔
Bluetooth	藍牙
Cali	阿里·本·阿比·塔利卜
Marinka Gaza	加沙地带
Radio Studio 54 Network	第54演播室電台聯播網
Cabitaan	饮料
Qoori	灘
Qabaal	椭圆
Hobart	荷巴特
Dayax Gacmeed	航天器
Doorashada	選舉
Iskudhufasho	乘法
Saxaraha Galbeed	撒拉威阿拉伯民主共和國
.et	.et
Geeska Afrika	非洲之角
Lisa Gerrard	莉薩·傑勒德
Nabi Yaxye C.S.	聖若翰洗者
Jennifer Lopez	珍妮弗·洛佩兹
Faraq	減法
Breda (Netherlands)	布雷达
Shuban	腹瀉
Nancy	南锡
Honiara	霍尼亚拉
PH	PH值
Asiyriya	亚述
Qardhaas	菱形
Xayla Siilaasi	海尔·塞拉西一世
Xalab	阿勒颇
Big Ben	大本钟
Dhererka Mowjadda	波长
Nabi Daa'uud C.S.	大衛
Borussia Dortmund	多特蒙德足球俱樂部
Xidido	根
Mole	摩尔 (单位)
Frank Lampard	法蘭·林柏特
Qallal	癫痫
Baqal	骡
Garaam	克
Shahaadah	清真言
Gacanka Cadmeed	亚丁湾
Beeraha laalaada	空中花园
Maas	默兹河
Khadiija binti Khuweylad	海迪彻
Waraabe	鬣狗科
Sariir	床
Madaxwayne kuxigeen	副总统
Cilmibaadhis	研究
Faaranhaayt	华氏温标
Dhuldaaqsiin	熱帶乾濕季氣候
Dhogor	羊毛
Toobin	圆锥
Daliban	塔利班
MP3	MP3
Ismaamulka Falastiin	巴勒斯坦民族权力机构
.ke	.ke
Fernando Torres	費蘭度·托利斯
Gar	鬍鬚
Nabi	先知
Derbi	墙
SMS	簡訊
Yaxaas	鱷科
Majladda Time	時代 (雜誌)
Dhedig	雌性
Farabadne	蜈蚣
Amedeo Avogadro	阿莫迪欧·阿伏伽德罗
Shambay	斑貓
Federaalka	联邦制
Sedex Geesoodka Bermuda	百慕達三角
Arjen Robben	阿尔扬·罗本
Xamid Karzai	哈米德·卡尔扎伊
Lab	雄性
Rey mysterio	雷·密斯特里歐
Dayax madoobaad	月食
Taxane	矩阵
Kayene	開雲
John Cena	約翰·希南
Waran	槍
Dadqalato	食人
Busbus	水痘
Provinces of Argentina	阿根廷行政区划
Dekad	港口
Garoonka Diyaaradaha ee Bole	亚的斯亚贝巴博莱国际机场
Dadka Berberiga	柏柏尔人
Afganbi	政變
Burcad Badeed	海盗
RSS	RSS
Lacagta Meherka	嫁妆
Barbaroole	平行四边形
Leeb	箭
Chris Paul	克里斯·保罗
Awood Socota	动能
Koor	梯形
Qaanso	弓
Amiibada	變形蟲
Zlatan Ibrahimović	兹拉坦·伊布拉希莫维奇
GSM	全球移动通信系统
Dhaban	臉頰
Saint-Denis	圣但尼 (留尼汪)
Arsène Wenger	阿尔塞纳·温格
Baabiylooniya	巴比倫尼亞
Muslim	穆斯林
Warqadda aqoonsiga	身分證
Template:Commonscat	Template:Commons category
Qoorgooye	脑膜炎
399	399年
Iidi Amiin Daada	伊迪·阿敏
Kayseri	開塞利
CNN	CNN
Drogbaa	迪迪埃·德罗巴
Dhakhaatiirta Bilaaxuduudaa	無國界醫生
Abwaan	诗人
Manchester city	曼彻斯特城足球俱乐部
Ilaahay	特罗姆斯郡
John Dramani Mahama	约翰·德拉马尼·马哈马
Luqada Masaarida	埃及语
Anatooliya	安那托利亞
Nabi Ciise	爾撒
Cudurka Ebola	埃博拉出血热
Template:Taxobox	Template:Taxobox
Carly Rae Jepsen	卡莉·蕾·杰普森
Toyota	丰田汽车
Osmose	渗透
Af-Hawsa	豪萨语
Saxan	碟
Mwai Kibaki	姆瓦伊·齐贝吉
Jalaal Daalabaani	贾拉勒·塔拉巴尼
Ismaaciil Cumar Geelle	伊斯梅尔·奥马尔·盖莱
Nuur Al-Maliki	努里·马利基
Dileita Maxamed Dileita	迪莱塔·穆罕默德·迪莱塔
Mark Rutte	馬克·呂特
Axmed Dafutoglu	艾哈迈德·达武特奥卢
Robinho	羅賓奴
Bada Carbeed	阿拉伯海
Dhircun	食草动物
Calanka Denmark	丹麦国旗
Jay-Z	Jay Z
Caroog	螺
Sahel	萨赫勒
Henry Kissinger	亨利·基辛格
Flums	弗盧姆斯
Nabi Aadam C.S.	亞當
Diego Milito	迪亞高·米列圖
Habaryar	姑母
Ilmo adeer	表親
Shumac	蜡烛
Wikipedia:Sharaxaada Maqaalada Xulka Ah	Wikipedia:特色条目评选
Wikipedia:Sharaxaada Maqaalada Cusub	Wikipedia:優良條目評選
Dhalo	瓶子
Raqay	酸豆
Shabeelada Tamil	泰米尔伊拉姆猛虎解放组织
Qaangaadh	成年人
Enjerneer	工程师
Gacanka Caqaba	亚喀巴湾
KwaZulu-Natal Province	夸祖魯-納塔爾省
Hilibcun	肉食動物
AFC Ajax	阿贾克斯足球俱乐部
Qaado	匙
VOIP	網際協議通話技術
Jibriil	加百列
Astaamayn	标点符号
Taksi	出租車
Soqotra	索科特拉島 (也門)
Timor	帝汶
Almere	阿尔梅勒
Xoor-dubbur	臭鼬科
Dooli	小家鼠
Suul	拇指
Mesut ozil	梅苏特·厄齐尔
Turki	土耳其人
Ukun	蛋
HyperText	超文本
Xeeb	岸
Ibb	伊卜
Lobamba	洛班巴
Walxaha	元素周期
Magarete2	瑪格麗特二世 (丹麥)
Calanka jabuuti	吉布提国旗
Xareed	淡水
Calanka Suudaan	苏丹国旗
Daanyeer	猿
Sodium Hydroxide	氢氧化钠
Xoolo	家畜
Cirid	牙齦
Chalcogen	氧族元素
Tufaax	苹果属
Shakaal	斜邊
Biniktojiin	氮族元素
Lambedusa	兰佩杜萨岛
Manuel Neuer	曼努埃尔·诺伊尔
Jalmad	燒水壺
Wiz Khalifa	维兹·卡利法
Agool	头皮屑
Barfasoor	教授
Maydhax	木质部
Dhax kujir	內陸國家
Andalus	安达卢斯
Sako	天課
Dhadhan	味觉
ICAO	国际民用航空组织
.so	.so
Western Cape Province	西開普省
Mario Balotelli	马里奥·巴洛特利
Qiiq	煙
Eastern Cape Province	東開普省
Cerebellum	小脑
Haaruun Alrashiid	哈伦·拉希德
Kaftan	笑話
Funaanad	T恤
Tangent	切线
Niisaabuur	內沙布爾
Khilaafada Islaamka	哈里發國
Cadan	亞丁
Het Wilhelmus	威廉颂
Universidade Federal de Minas Gerais	米纳斯吉拉斯联邦大学
Mpumalanga Province	普馬蘭加省
Northern Cape Province	北開普省
Mamawdsaw	马穆楚
Gauteng Province	豪登省
Lug	腿
Cagaarshow	黄疸
Du gamla, Du fria	你古老，你自由
Shaydaanimo	撒旦教
Limpopo Province	林波波省
LG	LG集团
Ogaden	欧加登
Alexandre Pato	阿歷山大·柏圖
Wabiga Jubba	朱巴河
Qooleey	信鸽
Wabiga Shabeelle	謝貝利河
Masago	毛鱗魚
Marsho	齿轮
Nabi Yuusuf	約瑟 (舊約聖經)
One Direction	一世代
Mille	溶剂
Ajay Devgan	阿傑·德烏根
Herpesviruses	疱疹病毒科
Tomahok (gantaal)	戰斧巡弋飛彈
Dambas	灰分
Eduard Douwes Dekker	穆尔塔图里
Kiyaawe	扳手
Awood Kaydsan	势能
Chris Brown	克里斯·布朗
Aadan Cabdulle Cusmaan	亚丁·阿卜杜拉·奥斯曼·达尔
Saylac	塞拉
Anopheles	瘧蚊
Malawad	直肠
Universidade Federal da Bahia	巴伊亚联邦大学
Calanka Soomaaliya	索馬里國旗
Dhuuso	屁
Free State Province	自由邦省
Maqal	听觉
Oorfane	孤兒院
Ubuc	軀幹
Meles Zenawi	梅莱斯·泽纳维
Nicki Minaj	妮琪·米娜
Wahaabi	瓦哈比派
Diffusion	扩散作用
DDT	滴滴涕
Dheddin	沒藥樹
Ibrahim Affelay	伊布拉希姆·阿弗莱
Angry Birds	愤怒的小鸟
Daango	玉米花
Qalin	筆
Aadaan	宣礼
Usher	亚瑟小子
Hummaag noqod	反射 (物理学)
North West Province	西北省 (南非)
Lelystad	莱利斯塔德
Shax	索馬利亞直棋
Midabada Asaasiga	原色
Isnidaamis	疥疮
Daaf	结膜炎
Abkow	祖父母
CAF	非洲足球協會
Hargeysa	哈尔格萨
Nabiyada Islaamka	伊斯蘭教的先知
Xijaas	漢志
Filibs	飛利浦
Kaliber	口徑
Geed Hindi	印度苦楝樹
Jidh	身體
Qosol	笑
Nektar	花蜜
Mount kenya	肯尼亚山
Uunsi	乳香
Jomo Kenyatta	乔莫·肯雅塔
Gacan (Joomitiri)	半径
Centimetre	厘米
Millimeter	毫米
Baadiye	农村
Portal:Taariikh	Portal:历史
Hunguriga neefta	氣管
Bowdo	股骨
Qaamo-qashiir	流行性腮腺炎
Tiirarka Islaamka	五功
Fanaan	歌手
Huulaaku Khan	旭烈兀
Wadan soo kobcooyo	发展中国家
Dhuxul	木炭
Shansho	胫骨
Saac (faah faahin)	手表
Soon	齋戒 (伊斯蘭教)
Alchemist(Buug)	炼金术士 (小说)
The Notorious B.I.G.	聲名狼藉先生
Sanab	塑像
Saadiyom bicarbonate	碳酸氢钠
Nabi Ayuub C.S.	约伯
Fatima bint Muxamed	法蒂瑪
Baras	白癜风
Sumad xisaabed	数学符号表
Daan	顎
Ricir	椎骨切迹
Qol	房間
Dhado	湿度
Curiye	元素 (消歧義)
Mucaawiye bin Abii Sufyaan	穆阿威叶一世
Xasan Nasrallaah	哈桑·纳斯鲁拉
Mahathir Bin Maxamed	马哈迪·莫哈末
Bidaar	禿頭
Aafda tahriibka	人口贩卖
KLM	荷蘭皇家航空
Johan Rudolph Thorbecke	约翰·鲁道夫·托尔贝克
Gabareey-maanyo	人魚
Mitsubishi	三菱集团
Cashuura	阿舒拉节
Tamaashiir	白堊岩
Memory card	記憶卡
Daxal	铁锈
Will.i.am	Will.i.am
Saxaro	有机肥
Gaamur	焦油
UFC	终极格斗锦标赛
Pitbull	嘻哈斗牛梗
Aayad	阿亞
Tariikhda Shiikh Axmed Yaasiin	艾哈迈德·亚辛
Saxaabi	薩哈巴
Xaas	妻子
Gows	大臼齿
Harar	哈勒尔
Dhismaha websiteka	网页设计
Golcas	瞪羚属
Abuu Xaniifa	阿布·哈尼法
Ammonium	铵
Session Initiation Protocol	会话发起协议
Salafiya	賽萊菲
Berbera	柏培拉
Bergen op Zoom	貝亨奧普佐姆
Mengista Xayle Maryam	海尔·马里亚姆·门格斯图
Mowliidka Nebiga	圣纪节
Ciraaqi Diinaar	伊拉克第納爾
Adenoviridae	腺病毒
Daniel arap Moi	丹尼尔·阿拉普·莫伊
Nabi Huud	呼德
Ne-Yo	尼歐 (歌手)
Sheybaar	顯微鏡
Peso (Arjantiina)	阿根廷比索
Yamanta Koonfureed	也门民主人民共和国
Assur	亚述古城
Decimetre	分米
Sean paul	尚恩·保罗
Yazidi (yasiidi)	雅兹迪
Calanka somaliland	索馬利蘭國旗
Soomaali Galbeed	索馬里州
Shilin Kiinyaati	肯亞先令
Astaannta Qaranka ee Soomaaliya	索馬里國徽
Astaannta Qaranka ee Imaaraatka	阿拉伯聯合酋長國國徽
Velupillai Prabhakaran	韦卢皮莱·普拉巴卡兰
Federaaliisim	联邦主义
Biomolikule	生物分子
Nabi Alyasac C.S.	以利沙
Birr	衣索比亞比爾
Jaad	巧茶
Cows	草地
S-block	S区元素
Dab Damis	消防車
SliTaz	Slitaz
Kung fu	功夫
Maxamed Siyaad Barre	穆罕默德·西亞德·巴雷
Salo	萨洛 (芬兰)
Saliid Macsaro	芝麻油
Seey	丈夫
Angalool	貝殼
Flo Rida	佛罗·里达
Eden Hazard	伊登·夏薩特
T.I.	T.I.
Budhcad badeeda geeska afrika	索馬利亞海盜
Ayaan Xirsi Cali	阿亞安·希爾西·阿里
P-block	P区元素
D-block	D区元素
F-block	F区元素
Cabdullaahi Yuusuf Axmed	阿卜杜拉希·优素福·艾哈迈德
Ururka Dawladaha aan la aqoonsan Wali	無代表國家和民族組織
Qof	個人
Darawal	司機
Addimo-yaqaan	骨科
Dhul (dhulka lagu socdo)	地板
Faysal Bin Cabdil Caziiz	费萨尔·本·阿卜杜勒-阿齐兹·阿勒沙特
Wadar	求和符号
Qormo saynis	科学记数法
C.H	BC
Adam Levine	亞當·列維
Al-Faatixa	開端章
Al-Baqara	黃牛章
Hogaamiye Kooxeed	军阀
T-pain	T-Pain
Anggun	安谷
Carlos the Jackal	豺狼卡洛斯
Fatima	Fatima
Mombaaso	蒙巴萨
Alexa Internet	Alexa Internet
Sheekh Xasan Albanaa	哈桑·班納
Daariq ibn Ziyaad	塔里克·伊本·齊亞德
Seed	腱
Suurad	蘇拉
Xadiis	聖訓
Sunna	聖行
Allaah	安拉
Salaad	礼拜 (伊斯兰教)
Xaj	朝觐 (伊斯兰教)
Malag	天使
Astaannta Qaranka ee Kolombiya	哥伦比亚国徽
Xisbiga shacabka iyo xoriyada Holalnd	自由民主人民黨
Qeshm	格什姆岛
Dadka Soomaaliyeed	索馬里人
Dagaalkii sokeeye ee Soomaaliya	索马里内战
Jason Derulo	杰森·德鲁罗
Macrakadii Ceyn Jaaluut	阿音札鲁特战役
Iskugeyn	+
FIFA	国际足球联合会
Uumi	蒸氣
Laf	骨骼
Wayne Rooney	韦恩·鲁尼
Al Hudaydah	荷台達
Sheekh Shariif Axmed	谢里夫·艾哈迈德
Kismaayo	基斯马尤
Beydaan	欖仁樹
R. Kelly	劳·凯利
Fool	門齒
Geed Walaayo	扁轴木
Saaxil	萨赫勒 (索马里兰)
Dhul Udug	朋特之地
Bakool	巴科勒州
Nabi Yacquub C.S.	雅各 (舊約聖經)
Demba Ba	丹巴·巴亞
Xasan Guuleed Abtidoon	哈桑·古莱德·阿普蒂敦
Greyson Chance	葛瑞森·柴斯
Cabdiqaasim Salaad Xassan	阿迪卡西姆·薩拉德·哈山
Cabdirashiid Cali Sharma'arke	阿卜迪拉希德·阿里·舍馬克
Al-Shabaab	青年党 (索马里)
Booc	牛角瓜属
Al Mahwit	迈赫维特
Al Mukalla	穆卡拉
Sheekh Yaasir Al-Xabiib	亚西尔铝哈比卜
Cody Simpson	寇弟·辛普森
Madfac	炮彈
Dagaalkii xoraynta ogaden	歐加登戰爭
Oromo	奥罗莫人
Xasan Sheekh Maxamuud	哈桑·谢赫·马哈茂德
Rodolfo Graziani	魯道夫·格拉齊亞尼
Maxamed Faarax Caydiid	穆罕默德·法拉赫·艾迪德
Biyo baxa deg dega ah	早發性射精
Dhulka Talyaaniga ee Soomaaliya	義屬索馬利蘭
Saytuun	番石榴属
Trey songz	崔·颂
Macawiis	纱笼
Nuuraddin Faarax	努鲁丁·法拉赫
Compaq	康柏電腦
Nabi Saalax	撒立哈
Unimog	乌尼莫克
Lufthansa Duulimaadkii 181	漢莎航空181號班機劫機事件
Nabi Idriis	易德立斯
Gob	印度棗
Boosaaso	博萨索
Dowladda federaalka kumeelgaarka	过渡联邦政府
Abu Bakr	阿布·伯克尔
Abuu Sufyaan	阿布·苏富扬
Caabudwaaq	阿布德瓦克
Daahir Rayaale Kaahin	達希爾·雷亞萊·卡欣
Jeddah	吉达
Shukaansi	求偶
Sacad bin Abii Waqaas	赛尔德·本·阿比·瓦卡斯
Xulka Qaranka Soomaaliya	索馬里國家足球隊
Woqooyi bari	东北省 (肯尼亚)
Masjid al-Aqsa	阿克萨清真寺
Computer Engineering	計算機工程
Masjid al-Xaram	禁寺
Astaanta Calanka Soomaaliya	索馬里，起來
Amxaaro	安哈拉人
Ta'izz	塔伊茲
Nabi Ismaaciil C.S.	以實瑪利 (伊斯蘭教)
Paramore	帕拉莫尔
Tuur	脊柱後凸
Lafdhabar	脊椎
Luís Carlos Almeida da Cunha	蘭尼
Paris Saint-Germain FC	巴黎圣日耳曼足球俱乐部
Ahlu sunno waljamaaca	遜尼派
Puntland	邦特兰
Qureysh	古莱什族
Masjidka Nabiga	先知寺
Bilaal ibn Ribaax	比拉勒
Galatasaray SK	加拉塔沙雷體育會足球隊
Baydhabo	拜多亞
G-Spot	G点
Xiriirka Soomaaliyeed ee Kubadda Cagta	索馬里足球協會
Baskin-Robbins	31冰淇淋
Haparanda	哈帕兰达
Baraawe	巴拉韦
Xisbiga Hantiwadaagga Kacaanka Soomaaliyeed	索马里革命社会主义党
Dhuusamareeb	杜薩馬雷卜
Karkaar	卡卡爾州
Jowhar	乔哈尔 (索马里)
Shimbiris	桑比勒斯
Marka	木鲁旰
Biciid	劍羚
Hiiraan	希蘭州
Astaannta Qaranka ee somaliland	索马里兰国徽
Dhulka Biritishka ee Soomaaliya	英屬索馬利蘭
Nabi Isxaaq C.S.	以撒
Soomaaliweyn	大索馬利亞
Shabeellaha Dhexe	中謝貝利州
Hanti maguurto	不動產
Carta	阿爾塔 (吉布提)
Liiska dalalka dad ahaan	国家人口列表
Godol	哺乳
Bari (Gobol)	巴里州
Wajeer	瓦吉爾
Midowga Maxkamadaha Islaamiga	伊斯蘭法庭聯盟
Somaliland shilling	索马里兰先令
Taleefoonada fiilada	固网电信
UNICEF	联合国儿童基金会
Behra	大耳羚
Godeey	戈德
Sanaag	薩那格州
Jigjiga	吉吉加
Garoonka Diyaaradaha ee Da Nang	峴港國際機場
Cirbadii dhimashada	以色列金蠍
Nansi Ajram	南希·阿吉莱姆
Awdal	奥达勒州
Baardheere	巴爾代雷
Jasiiradaha Jubbada Hoose	巴准群島
Banaadir	巴納迪爾州
Baay	拜州
Sedjibeke	立方體
Beledweyne	貝蘭德文
Garoowe	加罗韦
Kilometer	千米
Xaawo	夏娃
Dhuun	链球菌性咽炎
Web feed	消息來源
YouPorn	YouPorn
Liiska magaalooyinka adduunka dad ahaan	全球城市人口排名
Guraag	古拉格人
Hectometre	粨
Gaarisa	加里萨
Siltee	斯爾特人
Eurobeat	歐陸節拍
Decametre	公丈
Sool	蘇爾州
York University	约克大学 (加拿大)
Buurta Xira	希拉山洞
Gedo	蓋多州
Gaalkacyo	加勒卡約
Guddi	委員會
Togdheer	托格代爾州
Goobogali	選擇題
Galguduud	加勒古杜德州
Woqooyi Galbeed	沃戈伊加勒贝德州
Shabeellaha Hoose	下謝貝利州
Mudug	穆杜格州
Jubbada Hoose	下朱巴州
Saxiixu Muslim	穆斯林聖訓實錄
Boorama	博拉马 (索马里)
Taran	积
Reoviruses	呼腸孤病毒科
Matoor	马达 (消歧义)
Wikipedia:Caawinaad	Help:目录
Wikipedia:Tutorial	Wikipedia:新手入門/參與
Miraha Mucjisada	神秘果
Galmudug	加勒穆杜格
Canjeelo	英杰拉
Pornhub	Pornhub
Dawladii Mamaaliikta	马木留克
Poxviruses	痘病毒科
Burco	布拉奧
Ajdjadajd	朱巴蘭
Mandheera	曼德拉 (肯雅)
Cadaad	阿拉伯胶树
Bu’aale	布阿萊
Xudur	胡杜爾
Garbahaarey	加爾巴哈雷
Murshid abad	穆尔斯希达巴德
