Afrika	非洲
Palazz Leopoldskron	雷翁波德斯克恩宮
Wayne Rooney	韦恩·鲁尼
Marsa	馬爾薩 (馬耳他)
Tim nazzjonali tal-futbol tal-Awstralja	澳洲國家足球隊
Finali tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界杯足球赛决赛
Pangolin Malajan	馬來穿山甲
Nouvelle Fédération-Board	非国际足球联合会成员董事会
Ukraina fil-Festival tal-Eurovision	乌克兰在欧洲歌唱大赛之历年表现
Attakkant	前鋒 (足球)
Nihat Kahveci	尼哈特·卡赫维奇
Pika ta' Forrest	灰颈鼠兔
Oscar Romero	奥斯卡·罗梅罗
Lisandro López	利桑德罗·洛佩斯
Chris Eagles	克里斯·伊格尔斯
Gianluca Ramazzotti	吉昂路卡·雷瑪若提
ASEAN Football Federation	東南亞足球協會
Robertu Bellarmino	聖羅伯·白敏
St. Georges FC	圣乔治足球俱乐部
Fenek tax-xmara	南非山兔
Opossum ta' spallejh suwed	黑肩负鼠属
Fenek ta' Assam	粗毛兔
Salve Reġina	又聖母經
FK Liepājas Metalurgs	美達雷斯足球會
John O'Shea	約翰·奧沙
Guillermo Stábile	吉列尔莫·斯塔比莱
Massimo Busacca	马西莫·布萨卡
Ritchie De Laet	里奇·德莱特
Manucho Gonçalves	曼努乔
Diego Cavalieri	迭戈·卡瓦列里
Bernd Leno	貝恩德·萊諾
Urby Emanuelson	乌尔比·埃曼努埃尔森
Pika ta' Nubra	奴布拉鼠兔
Pika ta' Gaoligong	高黎贡鼠兔
Pika ħamra taċ-Ċina	红耳鼠兔
Pika ta' Thomas	狭颅鼠兔
Gomphos	釘齒獸
Gracilinanus	袋负鼠属
Pika ta' Tsing-ling	秦岭鼠兔
Pika tal-Ħimalaja	喜马拉雅鼠兔
Gurban Gurbanov	哥班·古亞班洛夫
Paolo Borsellino	保罗·博尔塞利诺
Jô	若
Grupp A tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界盃足球賽決賽週 - A組
Adem Ljajić	阿德姆·利亚伊奇
Lucien Laurent	吕西安·洛朗
Sebastian Prödl	塞巴斯蒂安·普勒德爾
Julien Faubert	祖利安·法拔
Danny Simpson	丹尼·辛普森
Michael Mancienne	迈克尔·曼希恩尼
Dong Fangzhuo	董芳卓
San Ġennaru	聖雅納略
Carlos Eugênio Simon	卡洛斯·欧赫尼奥·西蒙
Pascal Zuberbühler	帕斯卡·蘇巴保拿
Franco Di Santo	法蘭高·迪山度
Patrick Müller	帕特里克·穆勒
Digão	迪加奧
Leonardo Sciascia	列昂纳多·夏夏
Edward Maya	爱德华·玛雅
Grupp A tal-Kampjonati Ewropej tal-Futbol 2008	2008年歐洲足球錦標賽A組
Federazzjoni tal-Futbol tal-Andorra	安道爾足球總會
Gonzalo Javier Rodríguez	干沙路·查維亞·洛迪古斯
Tazza tad-Dinja VIVA	萬歲世界盃
Premier League Malti	馬耳他足球超級聯賽
La Liga	西班牙足球甲级联赛
Joel Obi	乔尔·奥比
Premier League Ażerbajġan	阿塞拜疆足球超級聯賽
Grupp Ġ tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界盃足球賽決賽週 - G組
Grupp Ċ tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界盃足球賽決賽週 - C組
Grupp E tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界盃足球賽決賽週 - E組
Grupp F tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界盃足球賽決賽週 - F組
Grupp D tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界盃足球賽決賽週 - D組
Alleati tat-Tieni Gwerra Dinjija	同盟國 (第二次世界大戰)
Valletta FC	瓦莱塔足球俱乐部
Gustavo Gutiérrez	古斯塔沃·古鐵雷斯
Difensur	後衛 (足球)
Ħamrun	哈姆倫 (馬耳他)
Jores Okore	祖利斯·奧高尼
Gary Neville	加利·尼維利
Johnny Leoni	尊尼·里安尼
Emiliano Insúa	艾美利安奴·恩素亞
Ritratt ta' Adele Bloch-Bauer I	艾蒂兒肖像一號
Paul Van Himst	保羅·雲·希姆斯特
Cercle Brugge KSV	色格拉布魯日皇家體育會
Opossum ta' erba' għajnejn kannella	四眼负鼠属
Unuri tat-Tazza tad-Dinja tal-Futbol	世界杯金靴奖
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (UEFA) - Grupp 6	2010年世界盃外圍賽－歐洲區第六組
Memorial Day	亡兵紀念日
Unuri għall-klabbs tal-UEFA	欧洲足联俱乐部足球奖
Bloggosfera	網誌空間
Life of Pi	少年Pi的奇幻漂流
SV Zulte Waregem	祖尔特瓦雷根足球俱乐部
Semih Şentürk	塞米赫·森图尔克
Tupaja tat-Tramuntana	树鼩
Dasyurus	袋鼬属
Mattia De Sciglio	马蒂亚·德西利奥
San Gejtanu	聖嘉耶當
UEFA Europa League 2012–13	2012–13年歐洲聯賽
Ameridelphia	美洲有袋類
Marsaxlokk FC	马尔萨什洛克足球俱乐部
Servizz Awstrijak barra l-pajjiż	奥地利国外服务
Pangolin Ġgant	大穿山甲
Lamantin Afrikan	西非海牛
Deloitte Football Money League	德勤足球俱樂部財富排名榜
Congratulations (Eurovision)	欧洲歌唱大赛50周年庆典
Serbja fil-Festival tal-Eurovision	塞尔维亚在欧洲歌唱大赛之历年表现
Assoċjazzjoni tal-Futbol Albaniż	阿爾巴尼亞足球協會
Lista ta' vulkani fl-Italja	義大利火山列表
Fenek ta' denbu qotni tal-Ingilterra l-Ġdida	新英格蘭棉尾兔
Innu tal-Emirati Għarab Magħquda	祖国万岁 (阿联酋)
Università ta' Malta	马耳他大学
Facundo Roncaglia	法昆多·隆卡里亚
Owen Hargreaves	欧文·哈格里夫斯
Elvedin Džinić	埃爾韋丁·季尼奇
Papa Franġisku	方濟各 (教宗)
Lamantin Amazoniku	亚马逊海牛
SV Ried	列特足球俱樂部
Fabio Coltorti	法比奥·科尔托蒂
Frederick Russell Burnham	弗雷德里克·羅素·伯納姆
Il-Ktieb ta' Mormon	摩爾門經
Prospero Grech	普罗斯珀·格雷奇
Víctor Fernández	域陀·費南迪斯
It-Twerżiqa	吶喊 (繪畫)
Euarchontoglires	靈長總目
Paramore	帕拉莫尔
Ħal Luqa	盧加 (馬耳他)
Klabb tal-futbol	足球俱乐部
Grupp B tal-Kampjonati Ewropej tal-Futbol 2008	2008年歐洲足球錦標賽B組
Pangolin ta' Temminck	南非穿山甲
Coritiba Foot Ball Club	科里蒂巴足球俱乐部
Ajruport Internazzjonali ta' Tan Son Nhat	新山一國際機場
Nani	蘭尼
Edwin van der Sar	埃德文·范德萨
Paolo Maldini	保罗·马尔蒂尼
Loreen	羅琳 (歌手)
Gonzalo Higuaín	冈萨洛·伊瓜因
Tim nazzjonali tal-futbol tat-Turkija	土耳其國家足球隊
Tim nazzjonali tal-futbol tar-Repubblika Ċeka	捷克國家足球隊
Tomasz Kuszczak	湯馬士·古斯錫
Anderson Luís de Abreu Oliveira	安德森·路易斯·迪·阿布努·奧利維拉
UEFA Champions League 2011–12	2011–12年歐洲冠軍聯賽
Charles Manson	查尔斯·曼森
UEFA Champions League 2012–13	2012–13年歐洲冠軍聯賽
Arda Turan	阿尔达·图兰
Oġġett (filosofija)	客體
RAEC Mons	RAEC蒙斯
Renault Samsung Motors	雷諾三星汽車
Galatasaray SK	加拉塔沙雷體育會足球隊
Linosa	利诺萨岛
Tazza tad-Dinja tal-Futbol tal-Klabbs 2005	2005年世界冠軍球會盃
Tazza tad-Dinja tal-Futbol tal-Klabbs 2000	2000年世界冠軍球會盃
Waasland-Beveren	華斯蘭德貝弗倫足球俱樂部
Liebru ta' Yarkand	塔里木兔
Kwalifikazzjoni għat-Tazza tad-Dinja tal-Futbol 2010 (CONMEBOL)	2010年世界盃外圍賽 (南美洲區)
KS Bylis Ballsh	拜利斯體育會
Liebru ta' Granada	格拉纳达野兔
Felipe Santana	菲臘比·辛坦拿
Ronaldo	罗纳尔多
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ċ	2012年歐洲國家盃外圍賽C組
Kaká	卡卡
FC Shakhtyor Salihorsk	索利戈爾斯克礦工足球俱樂部
Wied il-Għajn (Marsaskala)	馬爾薩斯卡拉
Pika ta' Ladak	拉达克鼠兔
Planigale	侏袋鼬属
Rivalità bejn Liverpool FC u Manchester United FC	利曼大戰
FK Leotar	萊奧塔爾足球俱樂部
FC Neman Grodno	格羅德諾足球俱樂部
Rumanija fil-Festival tal-Eurovision	羅馬尼亞在歐洲歌唱大賽之歷年表現
Finali tal-UEFA Champions League 2013	2013年歐洲冠軍聯賽決賽
Ipertensjoni	張力亢進
Lista tal-kodiċi nazzjonali tal-FIFA	国际足联国家代码列表
Dun Karm Psaila	敦·卡姆·普塞拉
Liebru sufi	高原兔
Tupaja tal-Filippini	菲律賓樹鼩
Tupaja ta' Madras	南印樹鼩
FC Mika	米卡足球俱乐部
Santa Venera	聖韋內拉
Partit Nazzjonalista (Malta)	国民党 (马耳他)
FC Minsk	明斯克足球俱樂部
Coccinella	瓢蟲屬
Super Cup Ewropea 2013	2013年歐洲超級盃
Librerija ta' Klassijiet Bażi	基础类库
FC Encamp	恩坎普足球俱乐部
Kon-Katidral ta' San Ġwann	圣若望副主教座堂 (瓦莱塔)
FIFA Puskás Award	国际足联普斯卡什奖
Folivoru	食叶动物
KV Kortrijk	科爾特里克足球俱樂部
Wikipedija:Abbrevjazzjoni	Wikipedia:捷徑
Australidelphia	澳洲有袋总目
Gżira (lokalità)	格齊拉
UE Sant Julià	辛特祖利亞體育聯盟
The Kite Runner	追風箏的孩子
Fenek ta' Bunyoro	中非兔
Leġjun ta' Marija	圣母军
Qerda tal-innoċenti	諸聖嬰孩殉道慶日
Beerschot AC	比尔肖特足球俱乐部
Gianpaolo Bellini	詹保羅·貝利尼
Pika ħamra tat-Turkestan	红鼠兔
Japok	蹼足负鼠属
Glires	啮齿动物
Cinco de Mayo	五月五日节
Litwanja fil-Festival tal-Eurovision	立陶宛在欧洲歌唱大赛之历年表现
Shirak FC	希拉克足球俱乐部
Fenek tal-vulkan	火山兔
San Ġiljan (lokalità)	聖朱利安斯
Ouija Board	通靈板
Iqbal Masih	伊克巴勒·馬西
San Franġisk t'Assisi	亞西西的方濟各
Tim nazzjonali tal-futbol tal-Italja	意大利國家足球隊
Daknamstadion	达克纳姆体育场
European Border Breakers Awards	欧洲跨国界音乐奖
Pietà Hotspurs FC	皮埃塔热刺足球俱乐部
Partit Laburista (Malta)	工黨 (馬爾他)
Pronolagus	红兔属
Trzebinia	切比尼亞
Fenek ta' Amami	琉球兔
Opossum tal-Patagonja	草地负鼠属
Wolfsberger AC	沃爾夫斯貝格足球俱樂部
SV Grödig	格勒迪希足球俱樂部
FC Admira Wacker Mödling	阿德米拉足球俱乐部
FC Lusitanos	卢西塔诺斯足球俱乐部
Cartoon Network	卡通頻道
De facto	De facto
Lista ta' pajjiżi skont il-popolazzjoni	国家人口列表
Klad	演化支
Kaptan (futbol)	隊長 (足球)
Kunsilli lokali ta' Malta	马耳他行政区划
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp B	2012年歐洲國家盃外圍賽B組
Grupp Ċ tal-Kampjonati Ewropej tal-Futbol 2008	2008年歐洲足球錦標賽C組
Tim nazzjonali tal-futbol tal-Komunità tal-Istati Indipendenti	獨聯體國家足球隊
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp A	2012年歐洲國家盃外圍賽A組
Lierse SK	利尔斯SK
Tim nazzjonali tal-futbol tar-Russja	俄羅斯國家足球隊
FC Gomel	高美爾足球俱樂部
Floriana FC	弗罗瑞安娜足球俱乐部
Euarchonta	灵长动物
Assoċjazzjoni tal-Futbol ta' Malta	馬爾他足球協會
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ħ	2012年歐洲國家盃外圍賽H組
Ester	以斯帖
Cobh	科芙
Fażi tal-gruppi tal-UEFA Champions League 2012–13	2012/13賽季歐洲冠軍聯賽分組賽
Rhynchocyon	东非象鼩属
Ħal Tarxien	塔爾欣
Tupaja ta' denbu pinna	筆尾樹鼩
Liebru ta' Kap	草兔
Fenek ta' denbu qotni	棉尾兔属
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp Ġ	2012年歐洲國家盃外圍賽G組
Birgu	比尔古
Rabat (Għawdex)	維多利亞 (哥佐島)
Pangolin tas-siġar	树穿山甲
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp I	2012年歐洲國家盃外圍賽I組
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp F	2012年歐洲國家盃外圍賽F組
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp E	2012年歐洲國家盃外圍賽E組
Kwalifikazzjoni għall-Kampjonati Ewropej tal-Futbol 2012 - Grupp D	2012年歐洲國家盃外圍賽D組
Finali tal-Kampjonati Ewropej tal-Futbol 2008	2008年歐洲足球錦標賽決賽
Pangolin Indjan	印度穿山甲
Mellieħa	梅利哈
FC Belshina Bobruisk	博布魯伊斯克足球俱樂部
FC Torpedo-BelAZ Zhodino	若基諾魚雷足球俱樂部
Bormla	科斯皮夸
Varjetà (botanika)	變種 (植物學)
FK Olimpic	奧林匹克薩拉熱窩足球俱樂部
FC Brest	布列斯特迪納摩足球俱樂部
Tupaja tal-muntanji	山地树鼩
Fenek ta' denbu qotni tal-Lvant	東部棉尾兔
Tim nazzjonali tal-futbol ta' Malta ta' taħt il-21 sena	馬爾他21歲以下國家足球隊
President ta' Malta	马耳他总统
Festa della Repubblica	義大利共和國日
Birkirkara FC	比尔基尔卡拉足球俱乐部
Dendrogale	細尾樹鼩屬
Familja Bernoulli	伯努利家族
Lista ta' timijiet nazzjonali tal-futbol tal-irġiel	國家足球隊列表
Grupp B tat-Tazza tad-Dinja tal-Futbol 2006	2006年世界盃足球賽決賽週 - B組
Lingwa Awżiljari Internazzjonali	国际辅助语
Dugongidae	儒艮科
FC Naftan Novopolotsk	新波洛茨克足球俱樂部
Lista ta' lingwi uffiċjali	官方语言列表
It-Tripletta	三冠王 (足球)
Partizani Tirana	地拉那遊擊隊足球俱樂部
Raħal Ġdid	保拉 (馬耳他)
L-Isla	森格萊阿
East Asian Football Federation	東亞足球協會
Liebru ta' Burma	緬甸野兔
Fenek ta' denbu qotni tal-foresta	森林兔
Borussia Dortmund II	多特蒙德二队
UEFA Jubilee Awards	欧洲足联五十周年纪念奖
Lemma ta’ Borel-Cantelli	波莱尔－坎泰利引理
Transnistrija	德涅斯特河沿岸
Nesolagus	苏门答腊兔属
Għajnuna:Kontenut	Help:目录
Għajnuna:Gwida essenzjali	Wikipedia:新手入門/參與
Oud-Heverlee Leuven	奧哈瓦里足球俱樂部
Logħob tal-Pajjiżi ż-Żgħar tal-Ewropa	歐洲小國運動會
UE Engordany	英奧達尼聯育聯盟
Siġġiewi	錫傑維
Pika ta' Moupin	藏鼠兔
Hibernians FC	希伯尼安斯足球俱乐部
Sarcophilus	袋獾屬
Joseph Muscat	约瑟夫·穆斯卡特
Stade Maurice Dufrasne	莫里斯-杜法臣體育場
Michael Essien	迈克尔·埃辛
FC Bayern Munich II	拜仁慕尼黑足球俱乐部二队
FC Red Bull Salzburg	薩爾斯堡紅牛足球俱樂部
Opossum ta' denbu sufi	雅负鼠属
Pika ta' Sardinja	意大利鼠兔
Markapaġna	書籤
Statistika tat-Tazza tad-Dinja tal-Futbol 2010	2010年世界盃足球賽統計
Opossum bugeddum ta' mnieħru twil	智利袋鼠
Liebru Ċiniż	华南兔
Jum il-Ħelsien (Malta)	自由日 (马耳他)
Cynocephalus volans	鼯猴
Laurent Ciman	洛朗·西曼
Senġi ta' wiċċu griż	灰臉象尖鼠
Luttu nazzjonali	全国哀悼日
Apolonia Fier	阿普朗尼亞足球會
Liverpool FC	利物浦足球俱乐部
FIFPro	國際職業足球員協會
Djalett Grieg-Kalabriż	希腊-卡拉布里亚方言
Stade du Pays de Charleroi	沙勒罗瓦球场
Subphylum	亚门
West Asian Football Federation	西亚足球协会
FC Slavia-Mozyr	斯拉維亞莫茲里足球俱樂部
Pika ta' Daurian	达乌尔鼠兔
Merlin (serje televiżiva)	梅林传奇
Tupaiidae	樹鼩科
Wikipedija:Ambaxxata	Wikipedia:大使館
Lutreolina	粗尾负鼠属
Kampjonat tal-futbol Ingliż 1888-89	1888年至1889年英格兰足球联赛
Philander	林负鼠属
Sliema Wanderers FC	斯利马流浪者足球俱乐部
Liebru ta' Yunnan	雲南兔
Senġi ta' taħt dahru dehebi	黄臀象鼩
KS Kastrioti	卡斯特里堤體育會
Pangolin ta' Palaw	菲律宾穿山甲
Opossum bugeddum Peruvjan	秘鲁鼩负鼠
FK Tomori Berat	湯瑪利足球會
Shkumbini Peqin	薩克比尼
Cohesion	內聚性 (計算機科學)
Ekonomija ta' Malta	馬耳他經濟
Liebru ta' Hainan	海南兔
Candies (grupp)	糖果合唱團
Pika tax-xofftejn suwed	高原鼠兔
Palazz tal-Gran Mastru	大教长宫 (瓦莱塔)
FK Rudar Prijedor	普里耶多爾礦工足球俱樂部
Wikipedija:Glossarju	Wikipedia:术语表
Opossum ġurdien ta' denbu oħxon	鼠负鼠属
Kategorija:Ġermanja	Category:德国
Kategorija:Italja	Category:意大利
Kategorija:Stati Uniti	Category:美国
Kategorija:Russja	Category:俄罗斯
Kategorija:Renju Unit	Category:英国
Kategorija:Spanja	Category:西班牙
Kategorija:Indja	Category:印度
Kategorija:Turkija	Category:土耳其
Kategorija:New Zealand	Category:新西兰
Opossum ta' denbu qasir	短尾负鼠属
Phascolosorex	革囊袋鼬属
Kategorija:Afganistan	Category:阿富汗
Kategorija:Alġerija	Category:阿爾及利亞
Kategorija:Awstrija	Category:奧地利
Kategorija:Pajjiżi l-Baxxi	Category:荷兰
Kategorija:Niġerja	Category:奈及利亞
Kategorija:Polonja	Category:波蘭
Kategorija:Portugall	Category:葡萄牙
Kategorija:Żvizzera	Category:瑞士
Kategorija:Ukraina	Category:烏克蘭
Kategorija:Vjetnam	Category:越南
Kategorija:Fiżika	Category:物理学
Kategorija:Bijoloġija	Category:生物学
Kategorija:Kimika	Category:化学
Kategorija:Storja	Category:历史
Kategorija:Ġeografija	Category:地理
Kategorija:Arti viżiva	Category:視覺藝術
Kategorija:Reliġjon	Category:宗教
Kategorija:Sport	Category:体育
Kategorija:Xjenza	Category:科学
Kategorija:Unjoni Ewropea	Category:欧盟
Kategorija:Ċinema	Category:电影
Kategorija:Komunikazzjoni	Category:通信
Liebru Manċurjan	东北兔
Opossum sufi	绵毛负鼠属
Myoictis	纹袋鼬属
Premier League 2011–12	2011–12賽季英格蘭超級聯賽
Lista ta' ħwawar u ħxejjex aromatiċi	香草和调味品列表
Kategorija:Mietu fl-2012	Category:2012年逝世
Partit Nazzjonalista	國民黨 (消歧義)
Phascogale	帚尾袋鼩属
Ningaui	里氏袋鼬属
Mudell:Portal tmiem	Template:Box-footer
Pika ta' Glover	川西鼠兔
Pika ta' Royle	灰鼠兔
Pika ta' Pallas	蒙古鼠兔
Pika ta' Gansu	间颅鼠兔
Pika tal-widnejn kbar	大耳鼠兔
No. 5, 1948	1948年第5号
Ħin tal-Afrika tal-Lvant	東非時間
Nicklas Helenius	歷卡斯·軒倫尼斯
Juan Antonio Villacañas	胡安·安東尼奧·比亞加亞斯
Kategorija:Ekoloġija	Category:生態學
Kategorija:Diżambigwazzjoni	Category:消歧义
Kategorija:Olimpjadi	Category:奥林匹克运动会
Kategorija:Filosofija	Category:哲学
Kategorija:Psikoloġija	Category:心理学
Kategorija:Buddiżmu	Category:佛教
Kategorija:Kristjaneżmu	Category:基督教
Kategorija:Induiżmu	Category:印度教
Kategorija:Iżlam	Category:伊斯兰教
Kategorija:Ġudaiżmu	Category:犹太教
Oġġett	对象
Ronaldo (diżambigwazzjoni)	罗纳尔多 (消歧义)
Stat Iżlamiku	伊斯兰国
Malti	欠发达地区
Opossum ġurdien sufi	小尾负鼠属
Palaeolagus	古兔
Storja ta' Arsenal FC (1886–1966)	阿仙奴足球會歷史 (1886年至1966年)
Kastell ta' Rayen	瑞巖城堡
Għoti tal-penalties	互射十二碼
Parantechinus	斑袋鼬属
Orycteropodidae	土豚科
Kategorija:Abbozzi	Category:小作品
Kategorija:Pjaneti	Category:行星
Kategorija:Abbozzi tal-mużika	Category:音乐小作品
Kategorija:Abbozzi tal-kultura	Category:文化小作品
Kategorija:Kultura	Category:文化
Kategorija:Snin	Category:年
Kategorija:Xjenzi soċjali	Category:人文科學
Kategorija:Kontinenti	Category:大洲
12 Years a Slave	为奴十二年
Għajnuna:Gwida essenzjali/Editjar	Wikipedia:新手入門/編輯
Mudell:SistemaSolari	Template:太阳系
Wikipedija:Konvenzjonijiet ta' nomenklatura	Wikipedia:命名常规
Sottoġeneru	亞屬
Introduzzjoni għall-ġenetika	遗传学入门
Għajnuna:Kif tirreġistra	Help:登录
Għajnuna:Wikiketta	Wikipedia:礼仪
Kategorija:Bots tal-Wikipedija	Category:維基百科機器人
Parteċipazzjoni fil-Festival tal-Eurovision	欧洲歌唱大赛参赛国家列表
Mudell:Kwota	Template:Quote
Kategorija:Nies Taljani	Category:意大利人
Kategorija:Mużiċisti Amerikani	Category:美國音樂家
Kategorija:Futbolers Ġermaniżi	Category:德国足球运动员
Mudell:Tl	Template:Tl
Mudell:Kaxxa tal-utent	Template:Userbox
Sergio Mattarella	塞尔焦·马塔雷拉
Kategorija:Pajjiżi	Category:国家
Wikipedija:Amministraturi	Wikipedia:管理员
Kategorija:Każakistan	Category:哈萨克斯坦
Wikipedija:Amministraturi/Kandidati	Wikipedia:申请成为管理人员
Kategorija:Kategoriji skont in-nazzjonalità	Category:依國籍來作的分類
Wikipedija:Bot	Wikipedia:机器人
Kategorija:Kategoriji moħbija	Category:隐藏分类
Kategorija:Internet	Category:互联网
Kategorija:Botanika	Category:植物學
Kategorija:Politika	Category:政治
Kategorija:Arti	Category:艺术
Eġittu	埃及
Kategorija:2013	Category:2013年
Bryan Cristante	布莱恩·克里斯坦特
Mudell:Bot	Template:Bot
Kanada	加拿大
Kategorija:Ungerija	Category:匈牙利
Kategorija:Stati membri tal-Unjoni Ewropea	Category:欧盟成员国
Kategorija:Belġju	Category:比利時
Kategorija:Ċekja	Category:捷克
Kategorija:Danimarka	Category:丹麥
Kategorija:Estonja	Category:爱沙尼亚
Kategorija:Finlandja	Category:芬蘭
Kategorija:Latvja	Category:拉脫維亞
Kategorija:Iżlanda	Category:冰島
Kategorija:Litwanja	Category:立陶宛
Kategorija:Malta	Category:馬爾他
Kategorija:Żvezja	Category:瑞典
Kategorija:Slovakkja	Category:斯洛伐克
Kategorija:Slovenja	Category:斯洛維尼亞
Kategorija:Repubblika tal-Irlanda	Category:爱尔兰
Kategorija:Artikli fil-vetrina	Category:特色条目
Wikipedija:Rispons tal-esperjenza tal-utent	Wikipedia:用戶體驗反饋
Kategorija:Logħob elettroniku	Category:电子游戏
Wikipedija:Bot/Rikjesti	Wikipedia:机器人/作业请求
Mudell:Flagicon	Template:Flagicon
Kategorija:Pajjiżi tal-Ewropa	Category:欧洲国家
Kategorija:Ewropa	Category:欧洲
Kategorija:Għajnuna	Category:帮助文档
Mudell:Dokumentazzjoni	Template:Documentation
Wikipedija:Bot/Rikjesti għall-approvazzjoni	Wikipedia:机器人/申请
Kategorija:Paġni protetti	Category:被保护的页面
Wikipedija:Politika dwar il-protezzjoni	Wikipedia:保護方針
Kategorija:Paġni semi-protetti	Category:被半保护的页面
Kategorija:Wikipedjani	Category:维基人
Wikipedija:Kunsens	Wikipedia:共识
Wikipedija:L-ebda attakk personali	Wikipedia:不要人身攻击
Wikipedija:Kuntatt	Wikipedia:联络我们
Kategorija:Utenti skont il-lingwa	Category:用户语言
Kategorija:Politiki tal-Wikipedija	Category:维基百科正式方针
Wikipedija:Sondaġġi	Wikipedia:投票
Wikipedija:Firem	Wikipedia:签名
Wikipedija:Abbozz	Wikipedia:小作品
Wikipedija:Artikli rikjesti	Wikipedia:条目请求
Mudell:Softredirect	Template:軟重定向
Mudell:Ħassar minnufih	Template:Delete
Kategorija:Teknoloġija	Category:技术
Kategorija:Lingwa	Category:语言
Għajnuna:Kif tibda artiklu	Help:创建新条目
Kategorija:Wikipedija	Category:维基百科
Wikipedija:Ċaħda ġenerali	Wikipedia:免责声明
Kategorija:Paġni mhux indiċizzati	Category:不可索引页面
Wikipedija:Mudelli kollha	Wikipedia:模板消息
Kategorija:Avvenimenti kurrenti	Category:新闻动态
Wikipedija:Manwal tal-istil	Wikipedia:格式手册
Mudell:-	Template:-
Mudell:Navbox	Template:Navbox
Mudell:Abbrevjazzjoni	Template:Shortcut
Kategorija:Żoni tal-ħin	Category:時區
Kategorija:Nies ħajjin	Category:在世人物
Festival tal-Eurovision 2014	2014年歐洲歌唱大賽
Kategorija:Mudelli ta' bnadar	Category:旗帜模板
Mudell:!-	Template:!-
Mudell:!!	Template:!!
Mudell:=	Template:=
Mudell:Tnavbar	Template:Navbar
Mudell:Ċiklu	Template:Loop
Mudell:0	Template:0
Kategorija:Mudelli ta' formattjar	Category:格式模板
Mudell:Clear	Template:Clear
Mudell:Col-break	Template:Col-break
Mudell:Col-begin	Template:Col-begin
Mudell:Col-end	Template:Col-end
Mudell:Kulur	Template:Color
Mudell:Deskrizzjoni kmand	Template:Abbr
Wikipedija:Lista ta' artikli li kull Wikipedija għandu jkollha	Wikipedia:基礎條目
Kategorija:Afrika	Category:非洲
Kategorija:Elettronika	Category:電子學
Kategorija:Xhur tas-sena	Category:月份
Mudell:Wikisors	Template:Wikisource
Mudell:Babel	Template:Babel
Mudell:Commons	Template:Commons
Mudell:Link GA	Template:Link GA
Mudell:Referenzi	Template:Reflist
Kategorija:Avvenimenti sportivi kurrenti	Category:體育新聞動態
Jum il-Ħelsien	自由日
Għajnuna:Esplora lill-Wikipedija	Help:搜索
Mudell:Pajjiżi tal-Commonwealth	Template:大英國協
Mudell:Stub	Template:Stub
Mudell:Utent ar-1	Template:User ar-1
Mudell:Utent az	Template:User az
Mudell:Utent be-2	Template:User be-2
Mudell:Utent da-1	Template:User da-1
Mudell:Utent bg-1	Template:User bg-1
Mudell:Utent eo-3	Template:User eo-3
Mudell:Utent de	Template:User de
Mudell:Utent de-1	Template:User de-1
Mudell:Utent el	Template:User el
Mudell:Utent es	Template:User es
Mudell:Utent de-3	Template:User de-3
Mudell:Utent en-3	Template:User en-3
Mudell:Utent en-1	Template:User en-1
Mudell:Utent en-2	Template:User en-2
Mudell:Utent en-4	Template:User en-4
Mudell:Utent en-0	Template:User en-0
Mudell:Utent en	Template:User en
Mudell:Utent de-2	Template:User de-2
Mudell:Utent es-1	Template:User es-1
Mudell:Utent fa	Template:User fa
Mudell:Utent fr-1	Template:User fr-1
Mudell:Utent ia-2	Template:User ia-2
Mudell:Utent hr	Template:User hr
Mudell:Utent it-3	Template:User it-3
Mudell:Utent grc-1	Template:User grc-1
Mudell:Utent ja-4	Template:User ja-4
Mudell:Utent sk	Template:User sk
Mudell:Utent tr-2	Template:User tr-2
Mudell:Utent fr-2	Template:User fr-2
Mudell:Utent ja	Template:User ja
Mudell:Utent it-1	Template:User it-1
Mudell:Utent fr	Template:User fr
Mudell:Ebda firma	Template:Unsigned
Mudell:Pl	Template:Pl icon
Kategorija:Turiżmu	Category:旅游
Kategorija:1957	Category:1957年
Kategorija:1949	Category:1949年
Kategorija:1927	Category:1927年
Kategorija:1919	Category:1919年
Mudell:Dati pajjiż Taġikistan	Template:Country data Tajikistan
Kategorija:Moldova	Category:摩爾多瓦
Kategorija:Ażerbajġan	Category:亞塞拜然
